#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr2_p23.1_004_rs554566,chr2,30936514,30936634,FLAG,48,42.0,16,42.0,16,0.0,0.111
chr2_p23.1_005_rs7579017,chr2,31245112,31245232,FLAG,33,29.0,17,29.0,17,0.0,0.069
chr2_p23.1_006_rs2043013,chr2,31592263,31592383,FLAG,16,13.0,9,13.0,8,0.0,0.111
chr2_p23.1_007_rs553464,chr2,31873416,31873536,FLAG,28,26.5,8,26.5,8,0.0,0.1
chr2_p22.3_001_rs3754835,chr2,32205969,32206089,FLAG,37,35.0,24,35.0,24,0.0,0.162
chr2_p22.3_002_rs212713,chr2,32457477,32457597,FLAG,34,32.0,21,32.0,21,0.0,0.031
chr2_p22.3_003_rs2754513,chr2,32782703,32782823,FLAG,20,19.0,7,19.0,7,0.0,0.1
chr2_p22.3_004_rs6543679,chr2,33062421,33062541,FLAG,19,17.0,12,17.0,12,0.0,0.143
chr2_p22.3_005_rs961239,chr2,33390943,33391063,FLAG,34,31.0,14,31.0,13,0.0,0.097
chr2_p22.3_006_rs13429575,chr2,33699961,33700081,FLAG,23,22.0,18,22.0,18,0.0,0.091
chr2_p22.3_007_rs6735161,chr2,34001752,34001872,FLAG,1,1.0,0,1.0,0,.,.
chr2_p22.3_008_rs3919600,chr2,34305394,34305514,FLAG,25,22.0,9,21.0,9,0.0,0.12
chr2_p22.3_009_rs11413031,chr2,34604308,34604428,FLAG,30,28.0,15,27.0,14,0.0,0.103
chr2_p22.3_010_rs1997024,chr2,34934094,34934214,FLAG,20,16.0,9,16.0,9,0.0,0.071
chr2_p22.3_011_rs280698,chr2,35075942,35076062,FLAG,32,28.5,14,28.5,14,0.0,0.045
chr2_p22.3_012_rs34769797,chr2,35524199,35524319,FLAG,28,25.0,13,25.0,13,0.0,0.12
chr2_p22.3_013_rs35191452,chr2,35830841,35830961,FLAG,16,14.0,7,14.0,6,0.0,0.143
chr2_p22.3_014_rs2968600,chr2,36136059,36136179,FLAG,20,16.0,7,16.0,7,0.0,0.083
chr2_p22.3_015_rs2552010,chr2,36478574,36478694,FLAG,14,12.0,6,12.0,6,0.0,0.091
chr2_p22.2_001_rs3821153,chr2,36753062,36753182,FLAG,19,17.0,9,17.0,9,0.0,0.25
chr2_p22.2_002_rs1504,chr2,37065958,37066078,FLAG,26,23.0,13,23.0,13,0.0,0.083
chr2_p22.2_003_rs2287107,chr2,37267870,37267990,FLAG,21,19.0,13,19.0,10,0.0,0.231
chr2_p22.2_004_rs7603096,chr2,37701382,37701502,FLAG,27,20.0,14,20.0,12,0.0,0.143
chr2_p22.2_005_rs4143264,chr2,37987780,37987900,FLAG,35,31.0,10,31.0,10,0.0,0.069
chr2_p22.2_006_rs2707240,chr2,38093317,38093437,FLAG,21,18.0,4,18.0,4,0.0,0.056
chr2_p22.1_001_rs12712596,chr2,38673628,38673748,FLAG,21,20.0,9,20.0,9,0.0,0.1
chr2_p22.1_002_rs6751481,chr2,38897750,38897870,FLAG,26,22.0,14,22.0,14,0.0,0.125
chr2_p22.1_003_rs7575458,chr2,39836664,39836784,FLAG,1,1.0,1,1.0,0,0.0,1.0
chr2_p22.1_004_rs10188106,chr2,40106692,40106812,FLAG,16,11.0,4,11.0,4,0.0,0.182
chr2_p22.1_005_rs2540904,chr2,40447527,40447647,FLAG,49,42.0,22,41.0,21,0.0,0.1
chr2_p22.1_006_rs6726872,chr2,40722272,40722392,FLAG,9,8.0,2,8.0,2,0.0,0.125
chr2_p22.1_007_rs2045342,chr2,41024241,41024361,FLAG,14,13.0,5,13.0,5,0.0,0.154
chr2_p22.1_008_rs1441225,chr2,41474966,41475086,FLAG,28,25.0,14,25.0,14,0.0,0.111
chr2_p22.1_009_rs72794994,chr2,41732881,41733001,FLAG,30,27.0,13,26.0,13,0.0,0.08
chr2_p21_001_rs6729898,chr2,41960186,41960306,FLAG,12,11.0,6,11.0,6,0.0,0.1
chr2_p21_002_rs4952573,chr2,42263661,42263781,FLAG,21,16.0,8,16.0,8,0.0,0.1
chr2_p21_003_rs10166222,chr2,42724994,42725114,FLAG,15,13.0,5,13.0,5,0.0,0.077
chr2_p21_004_rs2119014,chr2,42950693,42950813,FLAG,34,30.0,12,30.0,12,0.0,0.067
chr2_p21_005_rs6746422,chr2,43182790,43182910,FLAG,43,38.0,15,37.5,14,0.0,0.067
chr2_p21_006_rs5830754,chr2,43447485,43447605,FLAG,19,19.0,5,18.0,5,0.0,0.105
chr2_p21_007_rs73923899,chr2,44042989,44043109,FLAG,37,34.0,18,33.0,16,0.036,0.111
chr2_p21_008_rs4953070,chr2,44396984,44397104,FLAG,31,26.0,18,26.0,18,0.0,0.043
chr2_p21_009_rs698823,chr2,44720887,44721007,FLAG,7,7.0,6,7.0,6,0.0,0.143
chr2_p21_010_rs141562573,chr2,45033260,45033380,FLAG,24,21.0,14,21.0,11,0.0,0.214
chr2_p21_011_rs2959237,chr2,45315715,45315835,FLAG,38,34.0,24,34.0,23,0.0,0.057
chr2_p21_012_rs3770244,chr2,45633040,45633160,FLAG,29,24.0,17,23.0,16,0.0,0.059
chr2_p21_013_rs585156,chr2,45901695,45901815,FLAG,24,22.0,13,22.0,12,0.0,0.1
chr2_p21_014_rs7593128,chr2,46245120,46245240,FLAG,32,26.0,15,26.0,15,0.0,0.0
chr2_p21_015_rs12613519,chr2,46555161,46555281,FLAG,20,19.0,11,19.0,11,0.0,0.083
chr2_p21_016_rs10203903,chr2,46883470,46883590,FLAG,58,46.0,28,46.0,28,0.0,0.05
chr2_p21_017_rs993847,chr2,47209004,47209124,FLAG,30,24.0,16,23.0,15,0.056,0.15
chr2_p21_018_rs6704539,chr2,47471557,47471677,FLAG,20,19.0,4,19.0,4,0.0,0.067
chr2_p21_019_rs7572456,chr2,47769789,47769909,FLAG,47,36.5,14,36.0,14,0.0,0.056
chr2_p16.3_001_rs3844582,chr2,47907416,47907536,FLAG,13,13.0,7,13.0,7,0.0,0.083
chr2_p16.3_002_rs528792615,chr2,48316302,48316422,FLAG,39,38.0,23,37.0,23,0.0,0.139
chr2_p16.3_003_rs2293271,chr2,48787859,48787979,FLAG,22,21.0,6,20.0,6,0.0,0.125
chr2_p16.3_004_rs530115043,chr2,49006421,49006541,FLAG,18,16.0,11,16.0,11,0.0,0.111
chr2_p16.3_005_rs35697787,chr2,49308942,49309062,FLAG,26,25.0,10,24.0,10,0.0,0.083
chr2_p16.3_006_rs6736296,chr2,49596461,49596581,FLAG,9,9.0,2,9.0,2,0.0,0.25
chr2_p16.3_007_rs1914788,chr2,49924275,49924395,FLAG,13,12.5,8,12.5,8,0.0,0.0
chr2_p16.3_008_rs10185922,chr2,50231230,50231350,FLAG,21,18.0,8,18.0,8,0.0,0.067
chr2_p16.3_009_rs11125298,chr2,50531379,50531499,FLAG,16,16.0,11,16.0,10,0.0,0.2
chr2_p16.3_010_rs2042472,chr2,50843611,50843731,FLAG,13,13.0,5,13.0,5,0.0,0.375
chr2_p16.3_011_rs7608415,chr2,51193799,51193919,FLAG,19,17.0,8,17.0,8,0.0,0.077
chr2_p16.3_012_rs2241225,chr2,51453019,51453139,FLAG,35,28.5,15,28.5,15,0.0,0.061
chr2_p16.3_013_rs3915321,chr2,51764658,51764778,FLAG,3,3.0,1,3.0,1,0.0,0.5
chr2_p16.3_014_rs3850342,chr2,52065357,52065477,FLAG,5,4.0,2,4.0,2,0.0,0.5
chr2_p16.3_015_rs10181636,chr2,52324198,52324318,FLAG,9,9.0,8,9.0,8,0.0,0.111
chr2_p16.3_016_rs4971599,chr2,52670019,52670139,FLAG,13,11.0,0,11.0,0,.,.
chr2_p16.2_001_rs350729,chr2,52983713,52983833,FLAG,11,10.0,9,10.0,9,0.0,0.0
chr2_p16.2_002_rs200026186,chr2,53259591,53259711,FLAG,19,18.0,11,18.0,10,0.0,0.111
chr2_p16.2_003_rs2194403,chr2,53576709,53576829,FLAG,16,15.0,7,15.0,7,0.0,0.133
chr2_p16.2_004_rs11889094,chr2,53889807,53889927,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr2_p16.2_005_rs10183655,chr2,54210721,54210841,FLAG,12,11.0,3,11.0,3,0.0,0.286
chr2_p16.2_006_rs843729,chr2,54516122,54516242,FLAG,21,20.0,14,20.0,14,0.0,0.059
chr2_p16.2_007_rs11293382,chr2,54799161,54799281,FLAG,26,23.0,12,23.0,12,0.0,0.071
chr2_p16.1_001_rs998230,chr2,55121870,55121990,FLAG,26,24.0,7,24.0,7,0.0,0.077
chr2_p16.1_002_rs3762509,chr2,55443532,55443652,FLAG,14,12.0,2,12.0,2,0.0,0.222
chr2_p16.1_003_rs4312532,chr2,55812001,55812121,FLAG,15,13.0,5,13.0,5,0.0,0.1
chr2_p16.1_004_rs35387878,chr2,56131164,56131284,FLAG,39,36.0,16,35.5,16,0.0,0.056
chr2_p16.1_005_rs1023713,chr2,56354904,56355024,FLAG,18,16.0,3,16.0,3,0.0,0.111
chr2_p16.1_006_rs13424976,chr2,56658303,56658423,FLAG,25,21.0,17,20.0,15,0.053,0.16
chr2_p16.1_007_rs2072584,chr2,56975587,56975707,FLAG,38,32.0,15,32.0,15,0.0,0.034
chr2_p16.1_008_rs1429309,chr2,57272733,57272853,FLAG,25,24.0,8,24.0,8,0.0,0.091
chr2_p16.1_009_rs17193105,chr2,57571540,57571660,FLAG,10,9.0,3,9.0,3,0.0,0.222
chr2_p16.1_010_rs12713356,chr2,57885417,57885537,FLAG,10,8.0,6,8.0,5,0.0,0.286
chr2_p16.1_011_rs11339226,chr2,58132044,58132164,FLAG,13,13.0,8,13.0,8,0.0,0.091
chr2_p16.1_012_rs4672233,chr2,58496216,58496336,FLAG,6,6.0,1,5.0,1,0.0,0.25
chr2_p16.1_013_rs35494873,chr2,58810624,58810744,FLAG,26,24.0,10,24.0,9,0.0,0.143
chr2_p16.1_014_rs6545707,chr2,59106818,59106938,FLAG,5,5.0,3,5.0,3,0.0,0.25
chr2_p16.1_015_rs759253,chr2,59421638,59421758,FLAG,29,27.0,11,27.0,11,0.0,0.087
chr2_p16.1_016_rs2041721,chr2,59745477,59745597,FLAG,29,23.0,17,23.0,16,0.0,0.069
chr2_p16.1_017_rs7585579,chr2,60024797,60024917,FLAG,0,0.0,0,0.0,0,.,.
chr2_p16.1_018_rs17032721,chr2,60296809,60296929,FLAG,29,23.0,15,23.0,14,0.0,0.067
chr2_p16.1_019_rs11125842,chr2,60640747,60640867,FLAG,65,49.0,26,49.0,26,0.0,0.036
chr2_p16.1_020_rs56180823,chr2,60661944,60662064,FLAG,34,27.0,14,27.0,14,0.0,0.375
chr2_p15_001_rs1177290,chr2,61346073,61346193,FLAG,23,18.5,8,18.0,7,0.0,0.125
chr2_p15_002_rs967968,chr2,61655996,61656116,FLAG,27,24.0,9,24.0,9,0.0,0.188
chr2_p15_003_rs7576036,chr2,61859585,61859705,FLAG,30,27.0,18,25.5,17,0.0,0.074
chr2_p15_004_rs5831619,chr2,61961591,61961711,FLAG,23,22.0,14,22.0,14,0.0,0.182
chr2_p15_005_rs4672493,chr2,62514455,62514575,FLAG,40,33.0,19,32.0,19,0.0,0.037
chr2_p15_006_rs7580494,chr2,62781439,62781559,FLAG,9,8.0,6,8.0,5,0.0,0.167
chr2_p15_007_rs7591708,chr2,63021990,63022110,FLAG,10,10.0,1,10.0,1,0.0,0.1
chr2_p15_008_rs10173115,chr2,63355460,63355580,FLAG,14,12.0,8,12.0,8,0.0,0.083
chr2_p15_009_rs35826419,chr2,63625841,63625961,FLAG,28,22.0,11,22.0,10,0.0,0.105
chr2_p14_001_rs557335359;rs557335359;rs529043995;rs537000200;rs571762262;rs557963873;rs538483404,chr2,64331755,64331875,FLAG,40,40.0,9,36.0,9,0.0,0.175
chr2_p14_002_rs11423526,chr2,64690782,64690902,FLAG,22,20.0,6,20.0,6,0.0,0.071
chr2_p14_003_rs10604717,chr2,64957921,64958041,FLAG,37,31.0,13,31.0,13,0.0,0.057
chr2_p14_004_rs74181299,chr2,65283912,65284032,FLAG,21,16.0,6,16.0,6,0.0,0.125
chr2_p14_005_rs13421845,chr2,65335973,65336093,FLAG,19,18.0,12,17.0,12,0.0,0.133
chr2_p14_006_rs4671678,chr2,65905811,65905931,FLAG,39,32.0,22,32.0,22,0.0,0.114
chr2_p14_007_rs1385174,chr2,66163512,66163632,FLAG,21,18.0,13,18.0,12,0.0,0.143
chr2_p14_008_rs975443,chr2,66455806,66455926,FLAG,23,22.0,3,22.0,3,0.0,0.143
chr2_p14_009_rs2300483,chr2,66788201,66788321,FLAG,9,9.0,7,9.0,7,0.0,0.222
chr2_p14_010_rs6742482,chr2,67056580,67056700,FLAG,39,33.0,15,33.0,15,0.0,0.042
chr2_p14_011_rs2178526,chr2,67371864,67371984,FLAG,32,29.0,6,29.0,6,0.0,0.083
chr2_p14_012_rs658602,chr2,67686729,67686849,FLAG,28,25.5,7,24.0,6,0.0,0.167
chr2_p14_013_rs12468822,chr2,68008647,68008767,FLAG,13,13.0,6,12.0,5,0.0,0.167
chr2_p14_014_rs7557733,chr2,68255620,68255740,FLAG,13,10.0,7,10.0,6,0.0,0.154
chr2_p14_015_rs7600326,chr2,68518220,68518340,FLAG,34,32.0,12,31.0,12,0.0,0.083
chr2_p13.3_001_rs4854491,chr2,68918622,68918742,FLAG,17,16.0,7,16.0,7,0.0,0.125
chr2_p13.3_002_rs12999556,chr2,69306416,69306536,FLAG,52,45.0,26,45.0,26,0.0,0.069
chr2_p13.3_003_rs7572864,chr2,69521636,69521756,FLAG,21,20.0,5,20.0,5,0.0,0.19
chr2_p13.3_004_rs9678510,chr2,69597766,69597886,FLAG,23,20.0,13,20.0,12,0.0,0.077
chr2_p13.3_005_rs1056482,chr2,70108196,70108316,FLAG,31,29.0,20,29.0,19,0.0,0.05
chr2_p13.3_006_rs12713689,chr2,70427397,70427517,FLAG,7,7.0,5,7.0,3,0.0,0.4
chr2_p13.3_007_rs377122,chr2,70766965,70767085,FLAG,39,33.0,14,33.0,13,0.0,0.074
chr2_p13.3_008_rs1544653,chr2,71055210,71055330,FLAG,30,25.0,18,24.0,15,0.167,0.042
chr2_p13.3_009_rs17721027,chr2,71202448,71202568,FLAG,50,41.0,20,40.0,19,0.0,0.05
chr2_p13.2_001_rs745917,chr2,71803120,71803240,FLAG,44,34.0,11,34.0,11,0.0,0.03
chr2_p13.2_002_rs6711634,chr2,72005283,72005403,FLAG,41,34.0,13,34.0,13,0.0,0.083
chr2_p13.2_003_rs4852840,chr2,72269406,72269526,FLAG,39,34.0,16,34.0,16,0.0,0.036
chr2_p13.2_004_rs2303904,chr2,73447715,73447835,FLAG,31,27.0,11,27.0,11,0.0,0.048
chr2_p13.1_001_rs4852973,chr2,73918145,73918265,FLAG,13,13.0,3,8.0,0,1.0,0.333
chr2_p13.1_002_rs1721240,chr2,74127229,74127349,FLAG,20,15.0,8,15.0,8,0.0,0.083
chr2_p13.1_003_rs828870,chr2,74322184,74322304,FLAG,44,37.0,24,37.0,24,0.0,0.086
chr2_p13.1_004_rs6715368,chr2,74974905,74975025,FLAG,46,40.0,14,39.0,14,0.027,0.061
chr2_p12_001_rs609037,chr2,75041257,75041377,FLAG,25,22.0,9,22.0,9,0.0,0.12
chr2_p12_002_rs66504741,chr2,75380467,75380587,FLAG,31,29.0,14,29.0,13,0.0,0.071
chr2_p12_003_rs12713849,chr2,75697893,75698013,FLAG,10,9.0,5,8.5,5,0.0,0.111
chr2_p12_004_rs113710595,chr2,75934628,75934748,FLAG,10,10.0,6,9.0,6,0.0,0.2
chr2_p12_005_rs2692740,chr2,76182304,76182424,FLAG,0,0.0,0,0.0,0,.,.
chr2_p12_006_rs1568984,chr2,76503850,76503970,FLAG,26,19.0,8,19.0,8,0.0,0.1
chr2_p12_007_rs9332421,chr2,76870679,76870799,FLAG,26,26.0,11,25.0,11,0.0,0.154
chr2_p12_008_rs10193309,chr2,77222029,77222149,FLAG,17,14.0,9,14.0,8,0.0,0.111
chr2_p12_009_rs11291967,chr2,77479610,77479730,FLAG,17,17.0,5,17.0,5,0.0,0.063
chr2_p12_010_rs62159516,chr2,77780399,77780519,FLAG,11,11.0,6,11.0,5,0.0,0.167
chr2_p12_011_rs35784052,chr2,78103562,78103682,FLAG,24,20.0,13,20.0,13,0.0,0.091
chr2_p12_012_rs1405586,chr2,78265917,78266037,FLAG,12,12.0,9,12.0,8,0.0,0.111
chr2_p12_013_rs10209806,chr2,78700579,78700699,FLAG,13,13.0,6,13.0,6,0.0,0.154
chr2_p12_014_rs10496210,chr2,78994548,78994668,FLAG,6,6.0,0,6.0,0,.,.
chr2_p12_015_rs10206626,chr2,79319029,79319149,FLAG,27,22.0,14,22.0,14,0.0,0.091
chr2_p12_016_rs12469828,chr2,79650658,79650778,FLAG,23,21.0,9,21.0,9,0.0,0.083
chr2_p12_017_rs7565902,chr2,79926605,79926725,FLAG,10,9.0,7,9.0,6,0.0,0.143
chr2_p12_018_rs553404,chr2,80216070,80216190,FLAG,21,19.0,13,19.0,12,0.0,0.105
chr2_p12_019_rs6712681,chr2,80524118,80524238,FLAG,33,24.0,13,24.0,12,0.0,0.097
chr2_p12_020_rs10460582,chr2,80857353,80857473,FLAG,11,10.0,4,10.0,4,0.0,0.143
chr2_p12_021_rs11678886,chr2,81098142,81098262,FLAG,35,31.0,9,31.0,8,0.0,0.111
chr2_p12_022_rs2219368,chr2,81441669,81441789,FLAG,10,10.0,6,10.0,6,0.0,0.1
chr2_p12_023_rs11692929,chr2,81638862,81638982,FLAG,22,20.0,10,20.0,10,0.0,0.091
chr2_p12_024_rs11888530,chr2,82080135,82080255,FLAG,8,8.0,5,8.0,5,0.0,0.167
chr2_p12_025_rs10190097,chr2,82394331,82394451,FLAG,13,12.0,7,12.0,7,0.0,0.167
chr2_p12_026_rs1430732,chr2,82445696,82445816,FLAG,3,3.0,2,3.0,2,0.0,0.0
chr2_p11.2_001_rs11900822,chr2,83755973,83756093,FLAG,44,37.0,19,37.0,18,0.0,0.053
chr2_p11.2_002_rs34904425,chr2,83945919,83946039,FLAG,28,27.0,13,26.0,11,0.0,0.179
chr2_p11.2_003_rs3100111,chr2,83983275,83983395,FLAG,30,26.0,9,26.0,8,0.0,0.111
chr2_p11.2_004_rs11420921,chr2,84508263,84508383,FLAG,21,20.0,13,20.0,13,0.0,0.1
chr2_p11.2_005_rs2043229,chr2,85482943,85483063,FLAG,36,33.0,14,32.5,13,0.0,0.071
chr2_p11.2_006_rs10179195,chr2,85762701,85762821,FLAG,31,25.0,15,25.0,15,0.0,0.1
chr2_p11.2_007_rs11127002,chr2,86065304,86065424,FLAG,44,40.0,15,40.0,15,0.0,0.063
chr2_p11.2_008_rs537165087,chr2,86365739,86365859,FLAG,36,27.0,19,27.0,19,0.0,0.063
chr2_p11.2_009_rs111870608,chr2,86690480,86690600,FLAG,17,17.0,10,17.0,9,0.0,0.118
chr2_p11.2_010_rs562599118;rs541228865;rs561783917;rs564808235;rs556259406,chr2,86998599,86998719,FLAG,38,29.0,17,29.0,17,0.0,0.063
chr2_p11.2_011_rs149115575,chr2,87359069,87359189,FLAG,22,18.0,11,0.0,0,1.0,0.077
chr2_p11.2_012_rs2222273,chr2,87924452,87924572,FLAG,37,31.0,16,0.0,0,1.0,0.074
chr2_p11.2_013_rs28450848,chr2,87961745,87961865,FLAG,19,17.0,12,8.0,6,0.529,0.167
chr2_p11.2_014_rs1016839,chr2,88770708,88770828,FLAG,13,13.0,3,13.0,3,0.0,0.25
chr2_p11.2_015_rs35401783,chr2,88801695,88801815,FLAG,14,13.0,2,12.0,2,0.0,0.2
chr2_p11.2_016_rs2365127,chr2,89104948,89105068,FLAG,12,10.0,4,10.0,4,0.0,0.167
chr2_p11.2_017_rs232218,chr2,89165129,89165249,FLAG,18,15.0,4,15.0,4,0.0,0.077
chr2_p11.2_018_rs372860014,chr2,89885696,89885816,FLAG,5,5.0,3,5.0,3,0.0,1.0
chr2_p11.2_019_rs57393761,chr2,89994371,89994491,FLAG,18,18.0,8,13.0,7,0.385,0.167
chr2_p11.2_020_rs3880195,chr2,90474563,90474683,FLAG,23,18.0,9,9.0,5,0.579,0.056
chr2_p11.1_001_rs200548911,chr2,91885970,91886090,FLAG,233,207.0,145,35.0,19,0.874,0.055
chr2_p11.1_002_rs144616959,chr2,92080301,92080421,FLAG,39,38.0,30,12.0,8,0.743,0.147
chr2_q11.1_001_rs11164112,chr2,95537562,95537682,FLAG,45,36.0,15,34.0,14,0.083,0.047
chr2_q11.1_002_rs2320625,chr2,95862676,95862796,FLAG,15,14.0,3,14.0,3,0.0,0.1
chr2_q11.1_003_rs2059313,chr2,96207892,96208012,FLAG,12,12.0,9,11.0,8,0.1,0.111
chr2_q11.1_004_rs80136202,chr2,96522032,96522152,FLAG,120,109.5,37,9.0,4,0.951,0.127
chr2_q11.1_005_rs2261002,chr2,96726346,96726466,FLAG,89,80.0,57,30.0,16,0.742,0.085
chr2_q11.2_001_rs3754901,chr2,98984594,98984714,FLAG,42,38.0,24,38.0,22,0.0,0.107
chr2_q11.2_002_rs7557647,chr2,99271652,99271772,FLAG,48,35.0,24,35.0,23,0.0,0.042
chr2_q11.2_003_rs13397765,chr2,99549094,99549214,FLAG,46,38.0,26,38.0,26,0.0,0.047
chr2_q11.2_004_rs11371270,chr2,99954216,99954336,FLAG,33,23.0,8,23.0,7,0.0,0.125
chr2_q11.2_005_rs11887574,chr2,100109191,100109311,FLAG,23,21.0,10,21.0,10,0.0,0.077
chr2_q11.2_006_rs1346622,chr2,100479903,100480023,FLAG,8,8.0,5,8.0,3,0.0,0.4
chr2_q11.2_007_rs13415465,chr2,100763944,100764064,FLAG,27,19.0,12,19.0,12,0.0,0.1
chr2_q11.2_008_rs2139404,chr2,101241534,101241654,FLAG,23,20.5,4,20.0,4,0.0,0.143
chr2_q11.2_009_rs4850949,chr2,101324322,101324442,FLAG,29,23.0,7,23.0,7,0.0,0.2
chr2_q11.2_010_rs11123859,chr2,101665769,101665889,FLAG,41,34.5,13,34.0,12,0.0,0.19
chr2_q11.2_011_rs10176778,chr2,101997480,101997600,FLAG,20,17.0,11,17.0,11,0.0,0.111
chr2_q11.2_012_rs4293578,chr2,102234821,102234941,FLAG,40,38.0,13,37.0,12,0.0,0.081
chr2_q11.2_013_rs10195343,chr2,102600961,102601081,FLAG,27,24.0,11,24.0,11,0.0,0.067
chr2_q12.1_001_rs376145780,chr2,102894960,102895080,FLAG,12,11.0,6,10.0,5,0.0,0.222
chr2_q12.1_002_rs7573475,chr2,103210161,103210281,FLAG,36,32.5,16,32.5,16,0.0,0.063
chr2_q12.1_003_rs887992,chr2,103524871,103524991,FLAG,18,18.0,11,18.0,11,0.0,0.077
chr2_q12.1_004_rs10204051,chr2,103775375,103775495,FLAG,27,23.0,10,23.0,10,0.0,0.071
chr2_q12.1_005_rs66492247,chr2,103903873,103903993,FLAG,9,8.0,5,7.0,3,0.0,0.4
chr2_q12.1_006_rs2570497,chr2,104441486,104441606,FLAG,6,6.0,4,5.0,4,0.0,0.2
chr2_q12.1_007_rs368898180,chr2,104580006,104580126,FLAG,29,25.0,13,24.0,12,0.0,0.25
chr2_q12.1_008_rs10211670,chr2,105052031,105052151,FLAG,16,14.0,8,14.0,8,0.0,0.125
chr2_q12.1_009_rs540978594,chr2,105323159,105323279,FLAG,9,8.0,3,8.0,3,0.0,0.222
chr2_q12.1_010_rs3739157,chr2,105665935,105666055,FLAG,23,22.0,18,21.5,17,0.0,0.056
chr2_q12.1_011_rs6738207,chr2,105989656,105989776,FLAG,22,17.5,8,17.5,8,0.0,0.071
chr2_q12.2_001_rs4851077,chr2,106253749,106253869,FLAG,38,32.0,20,32.0,20,0.0,0.059
chr2_q12.2_002_rs1863216,chr2,106582603,106582723,FLAG,21,19.0,13,19.0,12,0.0,0.077
chr2_q12.2_003_rs1985473,chr2,106899002,106899122,FLAG,23,21.5,8,21.0,7,0.0,0.125
chr2_q12.2_004_rs968915,chr2,107199333,107199453,FLAG,30,28.0,16,28.0,16,0.0,0.043
chr2_q12.3_001_rs6742621,chr2,107561050,107561170,FLAG,13,13.0,10,13.0,9,0.0,0.167
chr2_q12.3_002_rs10649797,chr2,107781531,107781651,FLAG,15,13.0,5,13.0,4,0.0,0.2
chr2_q12.3_003_rs1345961,chr2,108169317,108169437,FLAG,8,7.0,3,7.0,3,0.0,0.167
chr2_q12.3_004_rs550587381,chr2,108414943,108415063,FLAG,36,29.0,14,28.5,14,0.0,0.048
chr2_q12.3_005_rs35046786,chr2,108995122,108995242,FLAG,10,10.0,6,9.0,6,0.0,0.125
chr2_q12.3_006_rs11692131,chr2,109647981,109648101,FLAG,28,26.0,11,26.0,11,0.0,0.077
chr2_q12.3_007_rs4619637,chr2,109956976,109957096,FLAG,39,35.0,7,34.5,7,0.0,0.118
chr2_q13_001_rs12232952,chr2,110256729,110256849,FLAG,30,25.0,12,25.0,12,0.0,0.069
chr2_q13_002_rs76595008,chr2,110524166,110524286,FLAG,18,17.0,10,16.0,9,0.1,0.231
chr2_q13_003_rs12998618,chr2,110863926,110864046,FLAG,22,22.0,12,22.0,11,0.0,0.083
chr2_q13_004_rs143400380,chr2,111030578,111030698,FLAG,20,17.0,7,0.0,0,1.0,0.111
chr2_q13_005_rs4494791,chr2,111586956,111587076,FLAG,26,24.0,8,24.0,8,0.0,0.05
chr2_q13_006_rs3789091,chr2,111788734,111788854,FLAG,20,17.0,11,17.0,11,0.0,0.15
chr2_q13_007_rs3814029,chr2,112073124,112073244,FLAG,7,6.0,0,6.0,0,.,.
chr2_q13_008_rs6722550,chr2,112401750,112401870,FLAG,18,14.0,9,14.0,5,0.0,0.444
chr2_q13_009_rs3814027,chr2,112641794,112641914,FLAG,23,19.0,8,19.0,7,0.0,0.125
chr2_q13_010_rs2862223,chr2,113197788,113197908,FLAG,12,12.0,7,11.5,6,0.0,0.143
chr2_q13_011_rs1545133,chr2,113309413,113309533,FLAG,29,25.0,17,25.0,16,0.0,0.059
chr2_q13_012_rs2708914,chr2,113627174,113627294,FLAG,18,17.0,3,17.0,3,0.0,0.083
chr2_q13_013_rs4848316,chr2,113934391,113934511,FLAG,37,33.0,7,33.0,7,0.0,0.038
chr2_q13_014_rs73955032,chr2,114210307,114210427,FLAG,3,3.0,0,0.0,0,.,.
chr2_q14.1_001_rs60368196,chr2,114636078,114636198,FLAG,37,36.0,11,35.0,10,0.0,0.226
chr2_q14.1_002_rs1564856,chr2,114797258,114797378,FLAG,25,22.0,15,21.5,15,0.0,0.045
chr2_q14.1_003_rs13403395,chr2,115160650,115160770,FLAG,19,19.0,6,19.0,5,0.0,0.167
chr2_q14.1_004_rs1898132,chr2,115467473,115467593,FLAG,29,25.5,16,25.0,15,0.0,0.143
chr2_q14.1_005_rs989037,chr2,115768173,115768293,FLAG,19,17.0,5,17.0,5,0.0,0.167
chr2_q14.1_006_rs111246442,chr2,116146888,116147008,FLAG,14,14.0,3,14.0,3,0.0,0.125
chr2_q14.1_007_rs10191843,chr2,116378472,116378592,FLAG,15,14.0,6,13.5,6,0.0,0.143
chr2_q14.1_008_rs4073953,chr2,116690821,116690941,FLAG,10,10.0,4,10.0,4,0.0,0.0
chr2_q14.1_009_rs2221481,chr2,117003356,117003476,FLAG,17,14.0,7,14.0,7,0.0,0.091
chr2_q14.1_010_rs2584957,chr2,117403984,117404104,FLAG,5,5.0,4,5.0,4,0.0,0.0
chr2_q14.1_011_rs12466284,chr2,117608551,117608671,FLAG,21,18.5,4,18.0,4,0.0,0.25
chr2_q14.1_012_rs146749599,chr2,117850059,117850179,FLAG,38,34.0,23,34.0,22,0.0,0.067
